Episode Number,Episode Title,Fact Number,Presenter,Fact,Start Time,Publish Date,Episode Slug
,531. No Such Thing As A Teaspoon of Coal,4,Dan Schreiber,"Right at the southernmost point of Sweden, you will find a statue of Uma Thurman's naked granny.",00:45:25,2024-05-16T23:05:01.000Z,531-no-such-thing-as-a-teaspoon-of-coal
,532. No Such Thing As 'Is It Mushroom?',1,James Harkin,The coroner who did the autopsy of President McKinley injected part of him into a dog.,00:01:32,2024-05-23T23:05:00.000Z,532-no-such-thing-as-is-it-mushroom
,532. No Such Thing As 'Is It Mushroom?',2,Andrew Hunter Murray,England's worst ever pennies are worth 350 pounds each.,00:14:46,2024-05-23T23:05:00.000Z,532-no-such-thing-as-is-it-mushroom
,532. No Such Thing As 'Is It Mushroom?',3,Dan Schreiber,"In theory, you can get a peanut allergy transplant.",00:32:13,2024-05-23T23:05:00.000Z,532-no-such-thing-as-is-it-mushroom
,532. No Such Thing As 'Is It Mushroom?',4,Anna Ptaszynski,The largest parasite in the world is a Christmas tree.,00:42:23,2024-05-23T23:05:00.000Z,532-no-such-thing-as-is-it-mushroom
,533. No Such Thing As The Farto Phone,1,Anna Ptaszynski,"As part of the preparations for D-Day, one scientist persuaded another to inhale oxygen until she vomited. They got married shortly afterwards.",00:03:47,2024-05-30T23:05:01.000Z,533-no-such-thing-as-the-farto-phone
,533. No Such Thing As The Farto Phone,2,Andrew Hunter Murray,"The Swiss have a special kind of wrestling trouser named the Schwingerhosen, with a special belt for your opponent to hang onto.",00:18:14,2024-05-30T23:05:01.000Z,533-no-such-thing-as-the-farto-phone
,533. No Such Thing As The Farto Phone,3,James Harkin,"In 1963, a fire at the Curry Building was put out by a man called Bum Farto. It was also started by him, though.",00:30:17,2024-05-30T23:05:01.000Z,533-no-such-thing-as-the-farto-phone
,533. No Such Thing As The Farto Phone,4,Dan Schreiber,"For over two decades, the actors Grace Kelly and Alec Guinness secretly hid a tomahawk in each other's hotel rooms around the world.",00:44:50,2024-05-30T23:05:01.000Z,533-no-such-thing-as-the-farto-phone
,534. No Such Thing As The SS Enterprise,1,Ali Plumb,Jurassic World Dominion is the first film to have its parody movie be released before it itself was released.,00:02:48,2024-06-06T23:05:00.000Z,534-no-such-thing-as-the-ss-enterprise
,534. No Such Thing As The SS Enterprise,2,Andrew Hunter Murray,Britain is home to the planet's largest manhole cover.,00:17:55,2024-06-06T23:05:00.000Z,534-no-such-thing-as-the-ss-enterprise
,534. No Such Thing As The SS Enterprise,3,Anna Ptaszynski,A spaceman was originally a journalist paid according to how much space their writing took up.,00:27:18,2024-06-06T23:05:00.000Z,534-no-such-thing-as-the-ss-enterprise
,534. No Such Thing As The SS Enterprise,4,Dan Schreiber,"There is a spider in East Africa that really wants to eat us, but because it can't, it finds other animals that have eaten us and eats that instead.",00:41:48,2024-06-06T23:05:00.000Z,534-no-such-thing-as-the-ss-enterprise
,535. No Such Thing As An Inside-Out Dolphin,1,Helen Scales,You can play peek-a-boo with an octopus.,00:02:47,2024-06-13T23:05:01.000Z,535-no-such-thing-as-an-inside-out-dolphin
,535. No Such Thing As An Inside-Out Dolphin,2,Anna Ptaszynski,"During winter, the ground is too cold for male emperor penguins' feet, so they spend two months leaning back and balancing on their heels.",00:15:07,2024-06-13T23:05:01.000Z,535-no-such-thing-as-an-inside-out-dolphin
,535. No Such Thing As An Inside-Out Dolphin,3,Andrew Hunter Murray,"When Queen Elizabeth II got married, the people of Leamington Spa clubbed together and bought her a washing machine.",00:25:59,2024-06-13T23:05:01.000Z,535-no-such-thing-as-an-inside-out-dolphin
,535. No Such Thing As An Inside-Out Dolphin,4,James Harkin,Hermit crabs are facing a housing crisis.,00:42:37,2024-06-13T23:05:01.000Z,535-no-such-thing-as-an-inside-out-dolphin
,536. No Such Thing As A Soaring Chinchilla,1,Leven Skela,"In 2017, the AI computer AlphaZero was given the rules of chess, and four hours later, it was better than the human world champion in chess.",00:03:05,2024-06-20T23:05:01.000Z,536-no-such-thing-as-a-soaring-chinchilla
,536. No Such Thing As A Soaring Chinchilla,2,Andrew Hunter Murray,Crocodiles can cough up hairballs.,00:17:08,2024-06-20T23:05:01.000Z,536-no-such-thing-as-a-soaring-chinchilla
,536. No Such Thing As A Soaring Chinchilla,3,James Harkin,"In the 14th century, there was a rumour among Europeans that all Englishmen had tails.",00:29:01,2024-06-20T23:05:01.000Z,536-no-such-thing-as-a-soaring-chinchilla
,536. No Such Thing As A Soaring Chinchilla,4,Dan Schreiber,Toilet paper testers have to train for six months before they are allowed to apply for the actual job.,00:37:49,2024-06-20T23:05:01.000Z,536-no-such-thing-as-a-soaring-chinchilla
,537. No Such Thing As The Notorious British Institute of Graphologists,1,Dan Schreiber,Snooker games on cruise ships are sometimes played with flat balls.,00:03:06,2024-06-27T23:05:00.000Z,537-no-such-thing-as-the-notorious-british-institute-of-graphologists
,537. No Such Thing As The Notorious British Institute of Graphologists,2,Anna Ptaszynski,One of the major battles in the Cold War was to see who was better at squashing metal.,00:15:06,2024-06-27T23:05:00.000Z,537-no-such-thing-as-the-notorious-british-institute-of-graphologists
,537. No Such Thing As The Notorious British Institute of Graphologists,3,James Harkin,"In 18th century America, you could tell a merchant from a lawyer just by looking at their handwriting.",00:27:30,2024-06-27T23:05:00.000Z,537-no-such-thing-as-the-notorious-british-institute-of-graphologists
,537. No Such Thing As The Notorious British Institute of Graphologists,4,Andrew Hunter Murray,The sun is surrounded by a layer of moss.,00:40:32,2024-06-27T23:05:00.000Z,537-no-such-thing-as-the-notorious-british-institute-of-graphologists
,538. No Such Thing As A Sausage Cat,1,Andrew Hunter Murray,British elections couldn't go ahead without a device called the spanker.,00:01:38,2024-07-04T23:05:01.000Z,538-no-such-thing-as-a-sausage-cat
,538. No Such Thing As A Sausage Cat,2,James Harkin,"The Never Pink movement refers to hunters in the US who refuse to wear pink clothing, even though it gives them more chance of shooting their prey and makes them less likely to be shot themselves.",00:15:12,2024-07-04T23:05:01.000Z,538-no-such-thing-as-a-sausage-cat
,538. No Such Thing As A Sausage Cat,3,Dan Schreiber,"Monks working at the 2800 year old Buddhist temple Daigoji in Japan maintain a five-story pagoda, a cherry blossom garden, and a space program.",00:27:23,2024-07-04T23:05:01.000Z,538-no-such-thing-as-a-sausage-cat
,538. No Such Thing As A Sausage Cat,4,Anna Ptaszynski,Cats only come in two colors.,00:36:36,2024-07-04T23:05:01.000Z,538-no-such-thing-as-a-sausage-cat
,539. No Such Thing As Kimchi Pirates,1,James Harkin,"If you like kimchi, you're a victim of government propaganda.",00:02:18,2024-07-11T23:05:01.000Z,539-no-such-thing-as-kimchi-pirates
,539. No Such Thing As Kimchi Pirates,2,Andrew Hunter Murray,"There is an entire railway tunnel in Derbyshire, which was constructed so the railway could be hidden from the Duke of Rutland.",00:16:09,2024-07-11T23:05:01.000Z,539-no-such-thing-as-kimchi-pirates
,539. No Such Thing As Kimchi Pirates,3,Dan Schreiber,"Legendary guitar maker, Les Paul, had his arm permanently fused at roughly a 90 degree angle so that he could forever strum a guitar.",00:28:50,2024-07-11T23:05:01.000Z,539-no-such-thing-as-kimchi-pirates
,539. No Such Thing As Kimchi Pirates,4,Anna Ptaszynski,Firefighters are allowed to scoop water out of people's swimming pools to put out fires.,00:43:02,2024-07-11T23:05:01.000Z,539-no-such-thing-as-kimchi-pirates
,540. No Such Thing As The Three Gorgeous Dams,1,James Harkin,Yves Saint Laurent's gardener used hair clippers to keep his cactuses perfectly trimmed.,00:02:11,2024-07-18T23:05:01.000Z,540-no-such-thing-as-the-three-gorgeous-dams
,540. No Such Thing As The Three Gorgeous Dams,2,Anna Ptaszynski,"In the early 1400s, China had ships four times larger than anything else in Europe. By the 1500s, it had deliberately destroyed them.",00:16:22,2024-07-18T23:05:01.000Z,540-no-such-thing-as-the-three-gorgeous-dams
,540. No Such Thing As The Three Gorgeous Dams,3,Andrew Hunter Murray,The largest kettle in Hamburg is called Caroline.,00:30:16,2024-07-18T23:05:01.000Z,540-no-such-thing-as-the-three-gorgeous-dams
,540. No Such Thing As The Three Gorgeous Dams,4,Dan Schreiber,"The classic textbook, The Art of Editing, was co-written by Jack Scissors.",00:44:40,2024-07-18T23:05:01.000Z,540-no-such-thing-as-the-three-gorgeous-dams
,541. No Such Thing As A Sycamore In A Silver Coat,1,Dan Snow,"When Captain Scott, the infamous British expedition leader, got to the South Pole, he saw in the distance a little flag fluttering and his heart sank, and then he saw a tent and inside that tent, there was a letter addressed very neatly to King Harkon of Norway.",00:03:09,2024-07-25T23:05:00.000Z,541-no-such-thing-as-a-sycamore-in-a-silver-coat
,541. No Such Thing As A Sycamore In A Silver Coat,2,Anna Ptaszynski,Eleanor of Aquitaine gave us fireplaces.,00:16:30,2024-07-25T23:05:00.000Z,541-no-such-thing-as-a-sycamore-in-a-silver-coat
,541. No Such Thing As A Sycamore In A Silver Coat,3,James Harkin,"When the Romans defeated barbarian tribes, they would often send them to Britain as punishment.",00:30:44,2024-07-25T23:05:00.000Z,541-no-such-thing-as-a-sycamore-in-a-silver-coat
,541. No Such Thing As A Sycamore In A Silver Coat,4,Dan Schreiber,America has a witness protection program for their trees.,00:40:28,2024-07-25T23:05:00.000Z,541-no-such-thing-as-a-sycamore-in-a-silver-coat
,542. No Such Thing As Darts Vader,1,Paul Sinner,Michel de Carvalho was both a British Olympic skier and the only surviving cast member of Lawrence of Arabia.,00:01:40,2024-08-01T22:55:00.000Z,542-no-such-thing-as-darts-vader
,542. No Such Thing As Darts Vader,2,Anna Ptaszynski,"Samuel L. Jackson once locked Martin Luther King's dad in an upstairs room, then gave him a ladder to escape out of the window.",00:27:47,2024-08-01T22:55:00.000Z,542-no-such-thing-as-darts-vader
,542. No Such Thing As Darts Vader,3,Andrew Hunter Murray,Top football teams sometimes travel with their own grass.,00:37:38,2024-08-01T22:55:00.000Z,542-no-such-thing-as-darts-vader
,542. No Such Thing As Darts Vader,4,James Harkin,The hiring of the first ever African-American White House secretary was announced on an episode of a quiz show.,00:41:09,2024-08-01T22:55:00.000Z,542-no-such-thing-as-darts-vader
,543. No Such Thing As Ice Skating On Stilts,1,Johnny Knoxville,"Johnny Paycheck, who scored a number one hit with 'Take This Job and Shove It,' once shot a man over a bowl of turtle soup.",00:03:15,2024-08-08T23:05:01.000Z,543-no-such-thing-as-ice-skating-on-stilts
,543. No Such Thing As Ice Skating On Stilts,2,Dan Schreiber,"In the 1980s, skateboarder Nardis Carpus had his merchandise banned in many schools and shops because it was believed he was evil after some people noticed that his first name, Nardis, spelled backwards was Satan.",00:15:52,2024-08-08T23:05:01.000Z,543-no-such-thing-as-ice-skating-on-stilts
,543. No Such Thing As Ice Skating On Stilts,3,Anna Ptaszynski,"When Chuck Yeager broke the sound barrier, he brought 220 gallons of alcohol on the flight with him.",00:29:20,2024-08-08T23:05:01.000Z,543-no-such-thing-as-ice-skating-on-stilts
,543. No Such Thing As Ice Skating On Stilts,4,James Harkin,"According to tradition of the Banna people of Ethiopia, before a man can become a man, he has to learn how to walk on stilts.",00:43:02,2024-08-08T23:05:01.000Z,543-no-such-thing-as-ice-skating-on-stilts
,544. No Such Thing As An Accidental Stuffed Crust,1,Anna Ptaszynski,"In the swimming races at the first modern Olympics, the American competitor dropped out because the water was too cold.",00:02:19,2024-08-15T23:01:07.000Z,544-no-such-thing-as-an-accidental-stuffed-crust
,544. No Such Thing As An Accidental Stuffed Crust,2,Andrew Hunter Murray,Japan is currently planning a 300 mile conveyor belt.,00:15:52,2024-08-15T23:01:07.000Z,544-no-such-thing-as-an-accidental-stuffed-crust
,544. No Such Thing As An Accidental Stuffed Crust,3,Dan Schreiber,"Graffiti in toilets is called ""Latranalia"" thanks to a professor in 1966 who thought shithouse poetry wasn't technically correct.",00:29:36,2024-08-15T23:01:07.000Z,544-no-such-thing-as-an-accidental-stuffed-crust
,544. No Such Thing As An Accidental Stuffed Crust,4,James Harkin,"Pizza Hut in Hong Kong sells a pizza topped with ham, mushroom, and snake.",00:40:09,2024-08-15T23:01:07.000Z,544-no-such-thing-as-an-accidental-stuffed-crust
,545. No Such Thing As Lightning At Sea,1,Anna Ptaszynski,"My fact this week is that for at least 80 years, the same thundercloud has been raining off the north coast of Australia. It's called Hector the Convector.",00:00:38,2024-08-22T23:05:00.000Z,545-no-such-thing-as-lightning-at-sea
,545. No Such Thing As Lightning At Sea,2,Andrew Hunter Murray,"My fact is that during the Second World War, a Polish pilot was shot down over Southern England and he and his parachute landed in the grounds of a very respectable tennis club. He was immediately then signed in as a guest, offered a racket, lent some white flannels and thrashed his opponents until the RAF came to collect him.",00:13:29,2024-08-22T23:05:00.000Z,545-no-such-thing-as-lightning-at-sea
,545. No Such Thing As Lightning At Sea,3,James Harkin,"Okay, my fact this week is that things named after Mae West include a soda bottle, a gas pump, a parachute malfunction, and a graph that explains the nuclear fission of uranium.",00:25:01,2024-08-22T23:05:00.000Z,545-no-such-thing-as-lightning-at-sea
,545. No Such Thing As Lightning At Sea,4,Dan Schreiber,"My fact this week is that in 2013, a survey revealed that 97% of students studying Finnish at Vienna University were mainly doing so because of their love for the country's death metal bands.",00:36:46,2024-08-22T23:05:00.000Z,545-no-such-thing-as-lightning-at-sea
,546. No Such Thing As A Sausage In The Exam Hall,1,Anna Ptaszynski,Chinese students in the 1700s could rent underwear with test answers on it to smuggle into exam halls.,00:03:03,2024-08-29T23:05:01.000Z,546-no-such-thing-as-a-sausage-in-the-exam-hall
,546. No Such Thing As A Sausage In The Exam Hall,2,Andrew Hunter Murray,"In 2004, musician Jack White released a single through the medium of a couch.",00:14:20,2024-08-29T23:05:01.000Z,546-no-such-thing-as-a-sausage-in-the-exam-hall
,546. No Such Thing As A Sausage In The Exam Hall,3,Dan Schreiber,The mathematician who developed GPS didn't make it to the job interview where she'd later developed GPS because she couldn't work out the directions to get there.,00:24:29,2024-08-29T23:05:01.000Z,546-no-such-thing-as-a-sausage-in-the-exam-hall
,546. No Such Thing As A Sausage In The Exam Hall,4,James Harkin,Playing ice hockey can make you talk in a Canadian accent.,00:33:26,2024-08-29T23:05:01.000Z,546-no-such-thing-as-a-sausage-in-the-exam-hall
,547. No Such Thing As A Mystic Beluga,1,Dan Schreiber,"Earlier this year, the town of Midgeham was invaded by midges.",00:00:47,2024-09-05T23:05:00.000Z,547-no-such-thing-as-a-mystic-beluga
